latitude,longitude,frp
-29.00431,152.4693,6.2
-29.00542,152.44604,11.3
-28.99634,152.48911,6.4
-28.99837,152.44606,7.7
-28.98846,152.50703,41.9
-28.98819,152.51282,41.9
-28.98872,152.50154,56.7
-28.98899,152.4959,56.7
-28.98931,152.48898,6.4
-28.99104,152.45235,16.4
-28.9922,152.27333,11.4
-28.97991,152.53963,9.2
-28.98023,152.53293,9.2
-28.98055,152.526,7.7
-28.98088,152.5191,7.7
-28.98119,152.51253,12.1
-28.99249,152.26677,11.4
-28.98517,152.27156,11.4
-28.97815,152.26974,15.1
-28.96972,152.45657,6.5
-28.97383,152.36615,7.7
-28.97055,152.28088,15.8
-28.96586,152.38628,12.4
-28.96649,152.37225,7.7
-28.96682,152.36497,7.7
-28.96744,152.3511,17
-28.96771,152.34489,11.9
-28.97083,152.2746,15.8
-28.95753,152.41467,33.2
-28.96372,152.27463,20
-28.9551,152.46866,6.1
-28.9585,152.39291,11
-28.95881,152.38585,10.1
-28.9634,152.28214,20
-28.94808,152.46841,6.1
-28.61274,151.89629,16.9
-28.61123,151.89992,7.6
-28.61163,151.89091,7.6
-28.44262,152.33563,5.6
-28.43771,152.33493,14.8
-28.4374,152.34161,16.2
-28.43801,152.32834,14.8
-28.43032,152.34215,7
-28.43062,152.33548,9.7
-28.43095,152.32845,9.7
-26.8597,152.21454,16
-26.85133,152.24135,12.1
-26.82137,152.42023,5.8
-26.85278,152.24074,7.5
-26.85316,152.23401,7.5
-26.82175,152.41965,7.9
-26.56847,152.50305,11.5
-26.56817,152.50839,11.5
-26.31816,151.07335,18.8
-26.1645,151.06885,3.9
-23.86214,151.16896,8.7
-23.85492,151.16814,8.7
-23.86112,151.16817,5.5
-23.8539,151.16739,5.5
-23.76219,150.98169,4.7
-23.76115,150.98178,6.1
-22.7567,150.64886,13.9
-22.75675,150.64899,14.4
-22.70463,150.65384,6.8
-22.69727,150.65324,7.2
-22.68989,150.65274,7.2
-22.68201,150.66101,14.6
-22.68252,150.65222,14.6
-22.68301,150.64383,22.5
-22.68349,150.63567,22.5
-22.67563,150.64343,22.5
-22.67466,150.66026,14.6
-22.67515,150.65173,14.6
-22.67612,150.63506,22.5
-22.6692,150.62648,8.6
-22.66183,150.62585,8.6
-22.69848,150.6488,8.4
-22.69111,150.64819,8.4
-22.6832,150.65619,20.4
-22.68375,150.64764,20.4
-22.68427,150.63945,25.6
-22.67637,150.64726,20.4
-22.6769,150.63892,25.6
-22.67527,150.66444,24.7
-22.67583,150.65561,20.4
-22.67742,150.63075,25.6
-22.66268,150.62959,21.2
-22.66317,150.6218,12.2
-41.66971,146.80066,4.8
-41.66639,146.79965,4.8
-37.3503,147.89165,3.6
-34.46189,150.88327,5
-34.45448,150.87589,4.6
-33.51635,150.93739,4.9
-32.82981,150.6846,3.8
-32.82568,150.68527,13.8
-32.82677,150.68018,13.8
-31.7424,151.91188,9.9
-31.6876,152.08331,5.1
-31.68898,152.07735,5.1
-31.39668,151.71631,18.2
-31.38575,151.71983,6.6
-31.39847,151.71512,17.8
-31.38761,151.71857,8.1
-31.38578,151.70427,10.7
-30.91053,152.67644,8.8
-30.90396,152.38794,3.6
-30.89449,152.38933,6.9
-30.65358,152.97273,2.1
-30.82206,152.04805,12.8
-30.82368,152.04102,12.8
-30.81744,152.04544,30.1
-30.81898,152.0388,30.1
-30.81275,152.0432,30.1
-30.81415,152.03719,30.1
-31.73766,147.16765,15.9
-30.29006,152.55994,67.5
-30.2893,152.56319,67.5
-30.29081,152.55676,46.6
-30.29157,152.55353,46.6
-30.28414,152.56201,67.5
-30.28486,152.55893,67.5
-30.28559,152.55585,46.6
-30.28795,152.54581,11.9
-30.2833,152.56555,10.9
-30.28635,152.55261,46.6
-30.28476,152.53629,6.4
-30.27305,152.58592,5.3
-30.27398,152.58202,4.2
-30.27894,152.56097,38.7
-30.27965,152.55794,38.7
-30.28039,152.55481,21.3
-30.28118,152.55147,21.3
-30.26883,152.58073,4.2
-30.28057,152.53107,7.5
-30.33776,152.28748,15.3
-30.33845,152.28455,15.3
-30.33908,152.28185,8.1
-30.26789,152.58472,5.3
-30.26971,152.577,4.2
-30.27965,152.53493,6.4
-30.33696,152.29089,9.3
-30.33969,152.27921,8.1
-30.3352,152.27556,11.8
-30.2646,152.57559,3
-30.2773,152.5219,2.9
-30.33465,152.27792,8.6
-30.26632,152.52238,9.1
-30.26175,152.54166,5.5
-30.3264,152.26753,4.1
-30.25681,152.53957,5.5
-30.32277,152.26027,4.1
-30.25596,152.54314,9.8
-30.32162,152.26514,4.1
-30.23232,152.61957,14.3
-30.25185,152.53757,4.1
-30.31791,152.25819,10.5
-30.23314,152.61612,12.5
-30.25099,152.54115,4.4
-30.25269,152.53403,4.1
-30.25439,152.52689,3.5
-30.31897,152.25371,3.8
-30.22063,152.64561,8.2
-30.22641,152.62143,14.3
-30.22724,152.61797,14.3
-30.22805,152.61455,12.5
-30.22886,152.61115,12.5
-30.22151,152.64192,3.7
-30.22474,152.62837,8
-30.22558,152.62491,8
-30.22967,152.60774,4
-30.24057,152.56207,4
-30.24511,152.54305,4.4
-30.24598,152.53937,4.4
-30.24685,152.53572,4.1
-30.31305,152.25616,10.5
-30.31406,152.25189,3.8
-30.22448,152.60664,7.6
-30.2253,152.60318,7.6
-30.23911,152.54538,6.1
-30.22368,152.60999,6.6
-30.23553,152.56038,9.5
-30.23645,152.5565,5.3
-30.23998,152.54172,4.6
-30.21018,152.64349,20.8
-30.22969,152.56197,9.5
-30.23055,152.55838,9.5
-30.21106,152.63983,14.4
-30.21192,152.63625,14.4
-30.21274,152.6328,5.4
-30.21355,152.62943,5.4
-30.21846,152.60893,6.6
-30.21928,152.60551,7.6
-30.23142,152.55473,5.3
-30.2323,152.55106,5.3
-30.23318,152.54741,6.1
-30.23404,152.54379,6.1
-30.23489,152.54022,4.6
-30.23574,152.53667,4.6
-30.25544,152.45404,4.6
-30.26211,152.42603,1.8
-30.20752,152.63174,38.3
-30.22367,152.56435,43.9
-30.22458,152.56055,95
-30.22548,152.55681,95
-30.2503,152.4529,7.9
-30.20832,152.62837,38.3
-30.20912,152.62505,16.9
-30.20993,152.6217,16.9
-30.21073,152.61835,7.1
-30.21328,152.60773,6.1
-30.21417,152.60397,2.6
-30.22277,152.56813,43.9
-30.22636,152.55312,38.7
-30.2307,152.535,5.9
-30.23155,152.53143,2.6
-30.25116,152.4493,7.9
-30.25201,152.44577,2.5
-30.20552,152.61725,7.1
-30.20637,152.61372,7.1
-30.29311,152.25012,9.6
-30.29405,152.24617,8.6
-30.25439,152.39047,5.9
-30.28899,152.245,4.5
-30.28983,152.24147,4.5
-30.28477,152.24022,4.5
-30.28392,152.24382,4.5
-30.20759,152.62881,25.9
-30.29507,152.25056,11.1
-30.20681,152.63219,25.9
-30.20837,152.62549,20
-30.20914,152.62213,20
-30.20993,152.61879,5.9
-30.21072,152.61539,5.9
-30.21329,152.60432,3.1
-30.22165,152.56837,21.9
-30.22252,152.56462,21.9
-30.22516,152.55327,37
-30.22938,152.53511,4.1
-30.23021,152.53154,3
-30.24928,152.44923,3.6
-30.20555,152.61414,5.9
-30.2909,152.24551,9
-30.20473,152.61765,5.9
-30.2917,152.24203,9
-30.28666,152.2408,5.3
-30.25217,152.39014,5.4
-30.25292,152.3869,4.8
-30.28585,152.24431,5.3
-30.20053,152.51903,3.4
-30.19547,152.51738,3.4
-30.19645,152.51323,3.2
-30.19119,152.51245,7.6
-30.25446,152.24158,4.7
-30.18596,152.5116,7.6
-30.18509,152.51532,16.2
-30.18685,152.50784,7.6
-30.17921,152.5172,81.8
-30.18089,152.51007,21.2
-30.24442,152.23886,8.5
-30.17666,152.50497,21.2
-30.24107,152.23036,6.4
-30.1775,152.50136,21.9
-30.18906,152.45229,3
-30.24188,152.22687,6.4
-30.17679,152.48137,8.8
-30.17247,152.49966,8.3
-30.17765,152.47771,4.4
-30.17851,152.47408,4.4
-30.17938,152.4704,6
-30.17163,152.50322,13.7
-30.23262,152.22081,3.4
-30.23343,152.21736,3.4
-30.22843,152.21591,2.1
-30.176,152.41589,30.4
-30.17675,152.41275,16.7
-30.17751,152.40953,16.7
-30.20655,152.19554,2.4
-30.16254,152.3588,6.7
-30.20214,152.19157,10
-30.20143,152.1946,16.1
-30.19703,152.19064,10
-30.19769,152.18785,10
-30.15584,152.36429,5.6
-30.1507,152.36324,4.4
-30.15224,152.35674,5.2
-30.15304,152.35338,5.2
-30.15382,152.35011,6.6
-30.15453,152.34712,6.6
-30.15522,152.34421,4.9
-30.15656,152.33859,4.6
-30.19196,152.1895,4.8
-30.15045,152.3416,4.9
-30.15759,152.3116,5.8
-30.15839,152.30826,3.7
-30.15928,152.3045,3.7
-30.19919,152.19186,11.4
-30.19987,152.18893,7.3
-30.16144,152.35603,5.7
-30.20049,152.18623,7.3
-30.19476,152.18797,7.3
-30.154,152.36494,6.9
-30.15853,152.34534,4.9
-30.19411,152.19083,11.4
-30.15175,152.35141,6.1
-30.15026,152.35786,5.5
-30.15099,152.35466,6.1
-30.15251,152.34811,4.8
-30.15321,152.34511,4.8
-30.16126,152.3103,4
-30.16212,152.30659,2.6
-30.14839,152.34268,9.2
-30.1499,152.33618,4.2
-30.1508,152.33229,4.2
-30.15626,152.3087,4
-30.15707,152.30519,2.6
-30.14544,152.3322,4
-30.1463,152.32851,4.7
-30.17972,152.18393,3
-30.18032,152.18132,3
-30.18093,152.17867,6.8
-30.18225,152.17297,2.4
-30.17946,152.16199,4.4
-30.14301,152.3195,2.3
-30.14367,152.31662,2.3
-30.14429,152.31398,2.7
-30.1449,152.31134,2.7
-30.14552,152.30867,3.7
-30.14615,152.30595,3.7
-30.14691,152.3027,5
-30.17726,152.17152,2.4
-30.17791,152.1687,2.4
-30.1786,152.16568,4.4
-30.13859,152.31537,28.1
-30.13925,152.31253,47.8
-30.1405,152.30717,79.5
-30.14114,152.30441,79.5
-30.1419,152.30113,43
-30.13701,152.32216,15.1
-30.13787,152.31847,28.1
-30.13988,152.30981,47.8
-30.17353,152.16463,4
-30.17435,152.16107,4
-30.17559,152.15565,3.4
-30.13169,152.3219,15.1
-30.1333,152.315,28.1
-30.13472,152.30891,47.8
-30.1361,152.30298,79.5
-30.13085,152.32552,15.1
-30.13252,152.31836,28.1
-30.13689,152.29956,43
-30.16927,152.16002,4
-30.13404,152.31184,47.8
-30.12806,152.31442,23.7
-30.12735,152.31746,23.7
-30.12878,152.31133,63.1
-30.12948,152.3083,63.1
-30.16423,152.15877,6.3
-30.16518,152.15468,5.1
-30.16215,152.14481,6
-30.16117,152.14903,5.1
-30.15589,152.14885,6.8
-30.15678,152.14499,5.4
-30.15181,152.14351,5.4
-30.15102,152.1469,6.8
-30.1464,152.14391,6.8
-30.14561,152.14726,6.8
-30.14714,152.14069,12.3
-30.14172,152.14113,6.8
-30.14097,152.14435,6.8
-30.13612,152.14233,8.9
-30.13696,152.1387,8.9
-30.12908,152.14964,8.3
-30.12997,152.14583,8.3
-30.13084,152.14212,8.9
-30.12448,152.14655,6
-30.12523,152.14334,6
-30.11903,152.14708,9
-30.11981,152.14374,6
-30.10574,152.20364,1.5
-30.11664,152.15726,4.4
-30.11747,152.1537,4.4
-30.11826,152.15034,9
-30.10318,152.19177,13
-30.10395,152.18854,19.5
-30.10466,152.1855,19.5
-30.11175,152.15538,3.5
-30.07988,152.29048,7.9
-30.10242,152.19504,13
-30.10537,152.18248,8.2
-30.11257,152.15192,3.5
-30.07498,152.28845,7.9
-30.07582,152.28488,7.9
-30.09895,152.18706,19.5
-30.09974,152.18372,19.5
-30.10283,152.17061,8
-30.10366,152.16708,7
-30.10609,152.15677,7.7
-30.0741,152.29216,7.8
-30.07666,152.28134,5.7
-30.09583,152.2003,3.7
-30.09662,152.19693,3.7
-30.10129,152.17712,8.2
-30.10205,152.17389,8
-30.10449,152.16357,7
-30.1053,152.16013,7.7
-30.10688,152.15341,3.5
-30.06927,152.28983,27
-30.0711,152.28212,28.2
-30.0803,152.24333,27.5
-30.10042,152.15817,5.4
-30.07952,152.24664,27.5
-30.08109,152.24001,23.1
-30.0819,152.23656,23.1
-30.08603,152.21915,2.8
-30.0868,152.21588,2.8
-30.09473,152.1823,3
-30.09634,152.17546,4.2
-30.09713,152.17212,2
-30.09795,152.16867,2
-30.09962,152.16161,5.8
-30.10122,152.15482,5.4
-30.06451,152.28722,27
-30.0656,152.28265,28.2
-30.07445,152.24536,27.5
-30.06654,152.27872,28.2
-30.07122,152.25897,2.4
-30.07209,152.25536,2.4
-30.0729,152.25192,7.8
-30.07368,152.24861,7.8
-30.07522,152.24213,27.5
-30.076,152.23885,23.1
-30.07681,152.23543,23.1
-30.07765,152.23187,6.7
-30.08091,152.21809,2.8
-30.05743,152.29437,13.7
-30.05851,152.28981,29.5
-30.05976,152.28461,29.5
-30.06178,152.27612,22.2
-30.06248,152.27313,9.2
-30.06326,152.26987,9.2
-30.06615,152.25774,6.3
-30.07012,152.24101,88
-30.06095,152.27962,22.2
-30.06422,152.26582,6
-30.0652,152.26167,6
-30.06702,152.25407,6.3
-30.06783,152.25069,3.9
-30.07178,152.23401,57.7
-30.07267,152.23027,12.2
-30.07091,152.23766,57.7
-30.05363,152.28773,29.5
-30.05248,152.29251,13.7
-30.05479,152.28284,29.5
-30.0675,152.28702,20.2
-30.07723,152.2446,45.5
-30.08352,152.21722,7.2
-30.06647,152.29149,20.2
-30.06843,152.28296,10
-30.06928,152.27925,10
-30.07648,152.24789,8.9
-30.07798,152.24136,45.5
-30.07874,152.23805,46.2
-30.07953,152.2346,46.2
-30.08278,152.22047,5.5
-30.06286,152.28378,20.2
-30.0639,152.27927,10
-30.06907,152.25684,9.5
-30.06988,152.2533,9.5
-30.07214,152.24348,45.5
-30.06166,152.28902,20.2
-30.06465,152.276,10
-30.06536,152.27296,5
-30.06618,152.26935,5
-30.0682,152.2606,10
-30.07065,152.24995,8.9
-30.07139,152.24672,8.9
-30.07288,152.24026,45.5
-30.0745,152.23322,46.2
-30.05565,152.29179,10
-30.05677,152.28691,25.8
-30.06781,152.23903,29.2
-30.0547,152.29591,10
-30.05799,152.2816,25.8
-30.05891,152.27759,10.8
-30.05964,152.27444,10.8
-30.06039,152.27122,4.7
-30.06125,152.2675,4.7
-30.06218,152.26343,2.6
-30.06309,152.25948,2.6
-30.06862,152.23549,15.3
-30.05188,152.28482,25.8
-30.0497,152.29425,10
-30.05077,152.28961,10
-30.05296,152.28014,25.8
-29.71346,152.72433,4.3
-29.56545,153.29605,15
-29.56958,153.27899,21.1
-29.57142,153.27138,18.6
-29.56643,153.29201,7.7
-29.56744,153.28784,7.7
-29.56851,153.28342,21.1
-29.57053,153.27509,18.6
-29.56007,153.29446,15
-29.56203,153.28636,7.7
-29.56594,153.27022,18.6
-29.56688,153.26631,17.5
-29.56781,153.26248,17.5
-29.55911,153.29842,15
-29.56104,153.29042,7.7
-29.56875,153.25861,6.5
-29.5725,153.2431,2.9
-29.57344,153.2392,2.9
-29.56907,153.23351,9
-29.57004,153.22948,9
-29.57103,153.22539,7.5
-29.57203,153.2213,7.5
-29.57294,153.21753,3.5
-29.75283,152.46378,3.2
-29.7537,152.46004,3.2
-29.56757,153.21596,3.5
-29.56847,153.21225,3.5
-29.73847,152.47823,6.1
-29.55069,153.2618,4.9
-29.56312,153.21062,2.2
-29.73775,152.48126,6.1
-29.73924,152.47495,5.9
-29.74323,152.45804,4.8
-29.7441,152.45438,3.8
-29.54823,153.24825,5.1
-29.5492,153.24423,4.3
-29.73324,152.47714,6.1
-29.73483,152.47043,5.9
-29.53995,153.25858,11.6
-29.54092,153.25459,11.6
-29.54189,153.25061,9.3
-29.54286,153.24664,9.3
-29.54387,153.24249,6.3
-29.72878,152.47285,4
-29.73041,152.46597,2
-29.73637,152.44077,2.1
-29.73723,152.43715,2.1
-29.73809,152.43352,2.1
-29.53952,153.23669,6.3
-29.54048,153.23276,3.4
-29.71807,152.4949,2.5
-29.73045,152.44269,2.1
-29.73127,152.43922,2.1
-29.73296,152.4321,2.1
-29.53314,153.23924,48.8
-29.53507,153.23137,17.4
-29.72527,152.44145,6.6
-29.72612,152.4379,6.6
-29.53412,153.23526,48.8
-29.52777,153.23766,48.8
-29.52872,153.23375,48.8
-29.52967,153.22989,17.4
-29.72185,152.43285,4.5
-29.72275,152.42903,4.5
-29.72367,152.42519,2.1
-29.72456,152.42142,2.1
-29.52334,153.23222,11.1
-29.52429,153.22833,11.7
-29.7195,152.41971,6.8
-29.5224,153.23604,11.1
-29.52525,153.22441,11.7
-29.5262,153.22052,6.4
-29.71763,152.42757,5
-29.71857,152.42361,6.8
-29.72038,152.41603,7.2
-29.52275,153.21114,10.8
-29.7133,152.42279,6.8
-29.71419,152.41907,6.8
-29.5218,153.215,6.4
-29.71246,152.42632,5
-29.7091,152.41748,7.2
-29.70994,152.41393,3
-29.69827,152.41704,4
-29.6932,152.41539,4
-29.69394,152.41231,4
-29.52292,153.20938,7.5
-29.70946,152.41508,8
-29.52198,153.21333,8.8
-29.69858,152.41489,5.4
-29.69349,152.41331,5.4
-29.6928,152.41626,8.4
-29.68711,152.41722,7.4
-29.68774,152.41457,7.4
-29.68134,152.41855,16.5
-29.68201,152.41568,7.4
-29.34411,152.4301,2.8
-29.11456,152.40376,8.9
-29.11527,152.40071,8.9
-29.11599,152.39764,11.6
-29.11672,152.39455,11.6
-29.11745,152.3914,11.3
-29.10926,152.40276,29.7
-29.11078,152.39629,9.5
-29.11156,152.39301,9.5
-29.1123,152.38986,14
-29.11306,152.3866,14
-29.11386,152.38319,4.4
-29.10388,152.42563,4.7
-29.10473,152.42203,4.4
-29.11002,152.39955,29.7
-29.11466,152.37981,4.4
-29.11546,152.3764,4.3
-29.11625,152.37302,4.3
-29.11704,152.36969,8.5
-29.11781,152.36641,8.5
-29.10258,152.40767,26.6
-29.10326,152.40479,26.6
-29.10467,152.39882,29.7
-29.11184,152.36833,8.5
-29.11262,152.36501,8.5
-29.09174,152.45366,2.8
-29.10038,152.41698,4.4
-29.10396,152.40184,29.7
-29.10539,152.39571,9.5
-29.1062,152.3923,9.5
-29.10863,152.38199,4.4
-29.10944,152.37849,4.4
-29.11026,152.37506,4.3
-29.11106,152.37169,4.3
-29.11339,152.36171,9
-29.09535,152.41489,14.8
-29.09686,152.40848,8.1
-29.09889,152.39987,12.4
-29.09957,152.39699,12.4
-29.10743,152.36363,6.4
-29.08638,152.45284,3
-29.0891,152.44135,3.6
-29.09084,152.43396,3.6
-29.09616,152.41145,8.1
-29.09755,152.40555,7.2
-29.09822,152.40271,7.2
-29.10028,152.39398,4.3
-29.10665,152.36694,6.4
-29.10821,152.36034,6.1
-29.08087,152.45268,3
-29.08375,152.44054,3.6
-29.08465,152.43669,3.6
-29.10302,152.35893,6.1
-29.07548,152.45203,6
-29.07113,152.44696,5.8
-29.07215,152.44264,5.8
-29.07322,152.43814,3.6
-29.0661,152.44478,14.9
-29.0671,152.44057,14.9
-29.06809,152.43642,9.7
-29.06901,152.43257,9.7
-29.06989,152.42883,8.2
-29.07074,152.42528,8.2
-29.04254,152.54367,64.5
-29.06521,152.44853,9
-29.03635,152.5462,140.2
-29.03727,152.54237,64.5
-29.0427,152.51962,61
-29.04364,152.51569,61
-29.04459,152.51173,66.4
-29.05364,152.47377,7.7
-29.05849,152.45345,5.4
-29.05934,152.44986,9
-29.03819,152.5385,64.5
-29.03911,152.53468,7.5
-29.04179,152.52342,6.6
-29.04551,152.50786,66.4
-29.05458,152.46985,7.7
-29.05558,152.46564,5.4
-29.05756,152.45731,5.4
-29.06019,152.44629,9
-29.06109,152.44252,14.9
-29.06673,152.41879,5.1
-29.03104,152.54504,21.7
-29.03844,152.51411,13.5
-29.03935,152.51028,24.7
-29.04028,152.50641,24.7
-29.0412,152.50259,13.3
-29.04678,152.47922,7.4
-29.05756,152.43405,5.5
-29.03197,152.54115,11.3
-29.0329,152.53726,11.3
-29.03661,152.52174,4.2
-29.03753,152.51793,13.5
-29.04582,152.48322,13.4
-29.04768,152.47546,7.4
-29.04858,152.47166,4.3
-29.04954,152.46764,4.3
-29.05252,152.45517,5.4
-29.05603,152.44048,7
-29.05684,152.43707,7
-29.06199,152.41542,4
-29.06282,152.41191,4
-29.06363,152.40852,2.9
-29.08599,152.3145,4
-29.04165,152.47739,7.4
-29.05216,152.43343,5.5
-29.05282,152.43063,5.5
-29.05353,152.42766,4.5
-29.05425,152.42465,4.5
-29.08117,152.31168,4
-29.04892,152.42374,4.3
-29.0497,152.42047,3.1
-29.07597,152.31038,4.3
-29.06957,152.31413,10.8
-29.07063,152.30969,4.3
-29.06336,152.31706,2.4
-29.05853,152.31425,2.4
-29.04998,152.42563,4.7
-29.05072,152.42247,4.7
-29.07611,152.31261,6.7
-29.07708,152.30841,5.7
-29.07077,152.31195,6.7
-29.05965,152.31248,4
-29.05471,152.31006,2.4
-29.09942,152.11691,4.3
-29.04967,152.30812,2.4
-29.00447,152.47798,21.1
-29.00524,152.47473,9.2
-29.00604,152.4713,9.2
-29.00873,152.45982,75.3
-28.98757,152.54999,4.8
-28.9885,152.54604,4.8
-29.00375,152.48106,21.1
-29.00692,152.46756,8.3
-29.00781,152.46375,8.3
-29.01199,152.44591,5.5
-29.01289,152.44206,3.4
-29.04643,152.29839,1.5
-28.99789,152.48235,23.4
-28.99859,152.47934,21.1
-29.00582,152.44853,5.5
-28.99257,152.50497,4.7
-28.99363,152.50044,11.8
-28.99464,152.49617,11.8
-28.99554,152.49234,44.6
-28.99639,152.48869,44.6
-28.99717,152.48538,23.4
-28.99931,152.47629,21.1
-29.00004,152.47318,9.2
-29.00686,152.44411,5.5
-29.00778,152.44019,3.4
-29.00867,152.43639,3.4
-29.04137,152.29649,1.5
-28.97894,152.53915,11.7
-28.98078,152.53137,9.9
-28.98167,152.52759,9.9
-28.98531,152.51213,14.8
-28.98632,152.50783,13.1
-28.98739,152.5033,13.1
-28.98948,152.49443,5.9
-28.97801,152.54312,21.9
-28.97987,152.53522,11.7
-28.98437,152.51613,14.8
-28.98849,152.49863,5.9
-28.99976,152.45071,7.4
-29.00077,152.44641,2.3
-29.00172,152.44234,2.3
-29.03625,152.29489,4.3
-28.97371,152.53767,11.7
-28.97828,152.5183,9.9
-28.97921,152.51436,14.8
-28.97466,152.53366,11.7
-28.97649,152.52589,9.9
-28.97736,152.52217,9.9
-28.98666,152.45912,2.5
-28.98773,152.45461,2.5
-29.02673,152.28864,6.3
-29.49862,150.1936,7.7
-29.02248,152.28329,5.2
-28.9771,152.4525,3
-29.01732,152.28185,4.1
-28.96905,152.46304,3.6
-28.97005,152.45882,3.6
-28.972,152.45056,3
-28.97295,152.44656,3.6
-29.01299,152.27689,4.1
-28.96314,152.46448,2.6
-28.96418,152.46008,3.3
-29.0069,152.27937,7
-29.00248,152.27483,7
-28.95696,152.46704,2.6
-28.96979,152.38965,6.3
-28.97426,152.3708,6.6
-28.96277,152.41919,6.4
-28.97336,152.37459,6.6
-28.9752,152.36685,6.2
-28.98105,152.34215,7.3
-28.9818,152.33899,6.2
-28.9971,152.27429,5.6
-28.99802,152.27046,4.1
-28.95755,152.4178,6.4
-28.95936,152.41019,6.8
-28.9646,152.38815,6.3
-28.96995,152.36562,6.2
-28.97605,152.33994,7.3
-28.97679,152.33679,6.2
-28.97902,152.32739,14.7
-28.95664,152.42163,8.4
-28.95847,152.41396,6.4
-28.96197,152.39923,4.5
-28.96284,152.39557,8.1
-28.96372,152.39186,8.1
-28.96549,152.38441,6.3
-28.96638,152.38065,5.5
-28.96727,152.37692,5.5
-28.96815,152.3732,6.6
-28.96905,152.36942,6.6
-28.97087,152.36176,6.2
-28.97528,152.34315,7.3
-28.97754,152.33368,6.2
-28.97827,152.33055,14.7
-28.9798,152.32411,4.4
-28.9806,152.32074,4.4
-28.99176,152.27364,5.6
-28.99273,152.26953,4.1
-28.95329,152.41237,9.9
-28.95237,152.41624,9.9
-28.95421,152.40849,6
-28.95679,152.39767,5
-28.95765,152.39407,5.7
-28.95853,152.39037,5.7
-28.95942,152.38661,5.8
-28.96033,152.3828,5.8
-28.96123,152.37903,5.9
-28.9674,152.3531,7
-28.96837,152.349,4.4
-28.96933,152.34499,4.4
-28.97636,152.31537,2.7
-28.98646,152.27281,15.2
-28.98114,152.27202,15.2
-28.96773,152.32846,3.9
-28.96846,152.32539,5.2
-28.97135,152.3132,2.7
-28.97212,152.30998,2.7
-28.97292,152.30663,3.3
-28.98215,152.26778,15.4
-28.97589,152.27097,7.1
-28.97208,152.28696,5.7
-28.97294,152.28334,6.8
-28.96628,152.28816,5.7
-28.96787,152.28148,6.8
-28.95872,152.31996,4.4
-28.95945,152.31688,4.4
-28.96017,152.31384,4.6
-28.96552,152.29138,5.4
-28.96708,152.28484,5.7
-28.96874,152.27785,6.8
-28.96971,152.27379,7.1
-28.95829,152.29858,4.5
-28.95905,152.29541,4.5
-28.95979,152.29228,3.2
-28.96372,152.27579,3.7
-28.96462,152.27206,2
-28.97629,152.26959,5.5
-28.97255,152.28581,6.6
-28.97339,152.28221,6.5
-28.9753,152.2739,5.5
-28.96674,152.28716,6.6
-28.96829,152.28043,6.5
-28.95935,152.31909,5.2
-28.96005,152.31606,5.2
-28.96075,152.31303,4.4
-28.96599,152.29044,7.6
-28.96751,152.28381,6.6
-28.96918,152.27661,6.5
-28.97014,152.2724,5.5
-28.95881,152.29764,5.8
-28.95955,152.29445,5.8
-28.96027,152.29131,3.5
-28.96329,152.27827,3.1
-28.96414,152.2746,3.1
-28.66808,152.63995,5.6
-28.67059,152.62953,6.4
-28.67148,152.62582,5.5
-28.66254,152.63943,5.6
-28.66334,152.63611,5.6
-28.67496,152.62502,3.5
-28.67588,152.62106,3.5
-28.66605,152.63892,7.2
-28.66686,152.63548,7.2
-28.66847,152.62862,6.3
-28.63039,151.92245,3.2
-28.6253,151.92099,3.2
-28.6261,151.9176,3.5
-28.62688,151.91426,3.5
-28.61905,151.90141,4.5
-28.61981,151.89821,4.5
-28.61174,151.90945,13.4
-28.6125,151.90622,11.2
-28.61326,151.90297,11.2
-28.61403,151.89973,6.1
-28.61478,151.89651,6.1
-28.61554,151.89331,2.4
-28.60817,151.90157,11.2
-28.60741,151.90479,11.2
-28.60893,151.89833,6.1
-28.6097,151.89508,6.1
-28.61046,151.89185,2.4
-28.61121,151.88864,2.4
-28.61721,151.90297,10.2
-28.61795,151.89973,7
-28.61647,151.90623,10.2
-28.61869,151.89651,7
-28.61068,151.90787,17.1
-28.61143,151.9046,9.7
-28.61217,151.90132,9.7
-28.61292,151.89806,7.4
-28.61366,151.89482,7.4
-28.61439,151.89165,6.2
-28.60633,151.90318,9.7
-28.43735,152.34544,9.4
-28.43917,152.3378,6.4
-28.43825,152.34166,9.4
-28.4401,152.33383,6.4
-28.44695,152.3049,2.6
-28.43222,152.34349,13.9
-28.43314,152.33963,13.9
-28.43405,152.3358,8.2
-28.43496,152.33197,8.2
-28.43587,152.32811,4.7
-28.43678,152.32426,4.7
-28.42895,152.33374,8.2
-28.42983,152.33003,8.2
-28.42715,152.34132,13.9
-28.42806,152.33749,13.9
-28.42296,152.33546,13.7
-28.42384,152.33173,13.7
-28.42208,152.33916,13.7
-28.42554,152.32462,3.7
-28.1945,153.18367,6
-28.18869,153.18326,6
-28.19165,153.1828,11.1
-28.04562,153.13756,3.9
-28.54932,149.85147,5.8
-30.44448,136.86026,2.8
-27.48485,150.84694,7.5
-26.79604,152.69962,3.5
-26.79044,152.69833,5.3
-26.79311,152.70021,4.5
-26.79419,152.69562,4.5
-26.83507,152.42142,3.7
-26.82885,152.4232,5.3
-26.85359,152.24371,7.5
-26.86019,152.21552,9
-26.85262,152.24788,7.5
-26.85454,152.23965,5.9
-26.85548,152.23564,5.9
